id_registro,fecha,estado_reporte,es_futuro_simulado,dia_semana,id_cuenta_google,nombre_cuenta_google,responsable_cuenta,codigo_pais,pais,region,moneda,id_alias,alias,producto,id_campana,nombre_campana,canal_anuncio,dispositivo,estrategia_puja,estado_campana,presupuesto_diario,impresiones,clics,ctr,cpc_medio,inversion,conversiones,tasa_conversion,cpa,arpu_esperado_7d,arpu_esperado_30d,ltr_esperado_365d,ingresos_esperados_7d,ingresos_esperados_30d,ingresos_ltr_esperados,roas_7d,roas_30d,roas_ltr,beneficio_esperado_30d,beneficio_esperado_ltr,ratio_rentabilidad_ltr,margen_beneficio_ltr,puntuacion_calidad,flag_calidad_datos,evento_sintetico
REC-008573,2026-06-29,dia_actual,False,lunes,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-23,BB_US_LIF_D_06_23,Estilo de vida,CMP-006-23,US_LIF_Display_GADS-006,Display,movil,tCPA,activa,1600.0,191570,5133,0.0268,0.37,1885.65,193,0.0376,9.77,1.67,5.39,14.16,321.65,1039.7,2732.95,0.1706,0.5514,1.4493,-845.95,847.3,0.4493,0.31,8,futuro_simulado,sin_evento
REC-008553,2026-06-29,dia_actual,False,lunes,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-03,BB_US_LRN_D_06_03,Formación,CMP-006-03,US_LRN_Discovery_GADS-006,Discovery,movil,tCPA,activa,3000.0,49347,2556,0.0518,0.98,2505.87,111,0.04343,22.58,2.57,7.87,20.13,284.92,873.63,2234.76,0.1137,0.3486,0.8918,-1632.24,-271.11,-0.1082,-0.1213,9,futuro_simulado,sin_evento
REC-008561,2026-06-29,dia_actual,False,lunes,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-11,BB_US_LRN_D_06_11,Formación,CMP-006-11,US_LRN_Display_GADS-006,Display,movil,ROAS objetivo,activa,1600.0,61589,1356,0.02203,0.71,964.63,30,0.02212,32.15,2.85,8.47,22.14,85.54,254.0,664.35,0.0887,0.2633,0.6887,-710.63,-300.28,-0.3113,-0.452,8,futuro_simulado,sin_evento
REC-008560,2026-06-29,dia_actual,False,lunes,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-10,BB_US_MOB_D_06_10,Contenido móvil,CMP-006-10,US_MOB_Display_GADS-006,Display,movil,Maximizar conversiones,activa,1600.0,116742,2569,0.02201,0.72,1848.72,120,0.04671,15.41,1.44,4.43,12.69,173.35,531.83,1522.34,0.0938,0.2877,0.8235,-1316.89,-326.38,-0.1765,-0.2144,8,futuro_simulado,sin_evento
REC-008594,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-14,BB_BR_FIT_PM_07_14,Fitness,CMP-007-14,BR_FIT_PerformanceMax_GADS-007,Performance Max,movil,Maximizar valor de conversion,activa,2200.0,111826,4496,0.04021,0.37,1647.66,425,0.09453,3.88,0.74,2.09,5.71,316.57,889.51,2427.6,0.1921,0.5399,1.4734,-758.15,779.94,0.4734,0.3213,8,futuro_simulado,sin_evento
REC-008582,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-02,BB_BR_FIT_U_07_02,Fitness,CMP-007-02,BR_FIT_UAC_GADS-007,UAC,movil,tCPA,activa,3000.0,58196,2651,0.04557,0.33,876.68,129,0.04866,6.8,0.74,1.69,5.22,96.04,218.61,673.03,0.1095,0.2494,0.7677,-658.07,-203.65,-0.2323,-0.3026,8,futuro_simulado,sin_evento
REC-008599,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-19,BB_BR_GAM_PM_07_19,Juegos,CMP-007-19,BR_GAM_PerformanceMax_GADS-007,Performance Max,escritorio,Maximizar conversiones,activa,1600.0,52015,3162,0.0608,0.39,1232.37,232,0.07337,5.31,0.68,1.84,5.56,157.22,426.16,1289.32,0.1276,0.3458,1.0462,-806.21,56.95,0.0462,0.0442,9,futuro_simulado,sin_evento
REC-008583,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-03,BB_BR_LIF_U_07_03,Estilo de vida,CMP-007-03,BR_LIF_UAC_GADS-007,UAC,movil,Maximizar valor de conversion,activa,600.0,35401,1718,0.04854,0.33,559.23,84,0.04889,6.66,0.65,1.66,4.82,54.7,139.5,405.21,0.0978,0.2495,0.7246,-419.73,-154.02,-0.2754,-0.3801,9,futuro_simulado,sin_evento
REC-008585,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-05,BB_BR_LIF_U_07_05,Estilo de vida,CMP-007-05,BR_LIF_UAC_GADS-007,UAC,movil,tCPA,activa,1600.0,143939,5633,0.03914,0.27,1510.94,289,0.0513,5.23,0.53,1.39,4.04,152.16,401.04,1168.98,0.1007,0.2654,0.7737,-1109.9,-341.96,-0.2263,-0.2925,7,futuro_simulado,sin_evento
REC-008595,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-15,BB_ES_ENT_U_07_15,Entretenimiento,CMP-007-15,ES_ENT_UAC_GADS-007,UAC,movil,ROAS objetivo,activa,250.0,39535,1738,0.04398,0.16,271.76,102,0.05869,2.66,0.67,1.89,5.82,68.41,192.38,593.33,0.2517,0.7079,2.1833,-79.38,321.57,1.1833,0.542,9,futuro_simulado,sin_evento
REC-008604,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-24,BB_ES_ENT_U_07_24,Entretenimiento,CMP-007-24,ES_ENT_UAC_GADS-007,UAC,movil,ROAS objetivo,activa,400.0,62924,2616,0.04159,0.16,409.04,123,0.04702,3.33,0.92,2.22,6.4,113.07,273.34,787.23,0.2764,0.6682,1.9246,-135.7,378.19,0.9246,0.4804,8,futuro_simulado,sin_evento
REC-008610,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-30,BB_ES_FIT_PM_07_30,Fitness,CMP-007-30,ES_FIT_PerformanceMax_GADS-007,Performance Max,escritorio,Maximizar conversiones,activa,250.0,115041,7115,0.06185,0.04,277.68,430,0.06044,0.65,0.2,0.59,1.76,85.43,253.4,755.39,0.3077,0.9126,2.7204,-24.28,477.71,1.7204,0.6324,7,futuro_simulado,sin_evento
REC-008584,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-04,BB_ES_FIT_U_07_04,Fitness,CMP-007-04,ES_FIT_UAC_GADS-007,UAC,escritorio,Maximizar valor de conversion,activa,1600.0,116009,6204,0.05348,0.27,1701.28,406,0.06544,4.19,1.01,3.13,7.96,411.2,1272.62,3231.24,0.2417,0.748,1.8993,-428.66,1529.96,0.8993,0.4735,8,futuro_simulado,sin_evento
REC-008589,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-09,BB_ES_GAM_PM_07_09,Juegos,CMP-007-09,ES_GAM_PerformanceMax_GADS-007,Performance Max,movil,Maximizar valor de conversion,activa,850.0,75298,3038,0.04036,0.31,947.34,140,0.04608,6.77,1.4,3.42,10.36,195.56,478.34,1450.29,0.2064,0.5049,1.5309,-469.0,502.95,0.5309,0.3468,9,futuro_simulado,sin_evento
REC-008596,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-16,BB_ES_GAM_U_07_16,Juegos,CMP-007-16,ES_GAM_UAC_GADS-007,UAC,movil,Maximizar conversiones,activa,1200.0,82331,4235,0.05144,0.33,1402.26,308,0.07273,4.55,1.15,2.95,8.67,354.4,908.39,2670.81,0.2527,0.6478,1.9046,-493.87,1268.55,0.9046,0.475,10,futuro_simulado,sin_evento
REC-008603,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-23,BB_ES_GAM_U_07_23,Juegos,CMP-007-23,ES_GAM_UAC_GADS-007,UAC,movil,tCPA,activa,600.0,92152,4095,0.04444,0.17,691.36,231,0.05641,2.99,0.71,2.44,6.5,164.17,562.52,1501.84,0.2375,0.8136,2.1723,-128.84,810.48,1.1723,0.5397,7,futuro_simulado,sin_evento
REC-008586,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-06,BB_ES_LRN_PM_07_06,Formación,CMP-007-06,ES_LRN_PerformanceMax_GADS-007,Performance Max,movil,Maximizar conversiones,activa,600.0,53967,2200,0.04077,0.31,689.4,214,0.09727,3.22,0.75,2.43,6.94,159.7,520.4,1485.22,0.2317,0.7549,2.1544,-169.0,795.82,1.1544,0.5358,8,futuro_simulado,sin_evento
REC-008598,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-18,BB_ES_LRN_S_07_18,Formación,CMP-007-18,ES_LRN_Search_GADS-007,Busqueda,movil,tCPA,activa,850.0,49813,2916,0.05856,0.29,853.8,278,0.09534,3.07,0.78,2.6,6.59,215.87,721.75,1831.41,0.2528,0.8453,2.145,-132.05,977.61,1.145,0.5338,8,futuro_simulado,sin_evento
REC-008608,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-28,BB_ES_MOB_S_07_28,Contenido móvil,CMP-007-28,ES_MOB_Search_GADS-007,Busqueda,movil,Maximizar conversiones,activa,3000.0,94848,5870,0.06189,0.57,3336.46,581,0.09898,5.74,1.0,2.52,7.51,579.98,1464.64,4361.59,0.1738,0.439,1.3073,-1871.82,1025.13,0.3073,0.235,7,futuro_simulado,sin_evento
REC-008591,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-11,BB_IT_FIT_S_07_11,Fitness,CMP-007-11,IT_FIT_Search_GADS-007,Busqueda,movil,Maximizar conversiones,activa,600.0,73279,5738,0.07831,0.11,656.74,485,0.08452,1.35,0.46,1.16,3.38,222.26,560.94,1639.06,0.3384,0.8541,2.4958,-95.8,982.32,1.4958,0.5993,9,futuro_simulado,sin_evento
REC-008592,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-12,BB_IT_GAM_PM_07_12,Juegos,CMP-007-12,IT_GAM_PerformanceMax_GADS-007,Performance Max,tablet,ROAS objetivo,activa,850.0,68306,3351,0.04906,0.28,940.37,294,0.08774,3.2,0.92,2.39,6.55,269.47,702.37,1924.33,0.2866,0.7469,2.0464,-238.0,983.96,1.0464,0.5113,9,futuro_simulado,sin_evento
REC-008581,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-01,BB_IT_GAM_U_07_01,Juegos,CMP-007-01,IT_GAM_UAC_GADS-007,UAC,movil,tCPA,activa,3000.0,102748,6048,0.05886,0.53,3218.93,413,0.06829,7.79,1.22,3.62,10.69,505.77,1494.49,4415.58,0.1571,0.4643,1.3718,-1724.44,1196.65,0.3718,0.271,9,futuro_simulado,sin_evento
REC-008593,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-13,BB_IT_LRN_S_07_13,Formación,CMP-007-13,IT_LRN_Search_GADS-007,Busqueda,escritorio,Maximizar conversiones,activa,3000.0,66843,5697,0.08524,0.6,3418.62,400,0.07021,8.55,1.19,3.87,9.89,477.73,1546.26,3955.17,0.1397,0.4523,1.1569,-1872.36,536.55,0.1569,0.1357,9,futuro_simulado,sin_evento
REC-008590,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-10,BB_MX_ENT_S_07_10,Entretenimiento,CMP-007-10,MX_ENT_Search_GADS-007,Busqueda,movil,tCPA,activa,400.0,32245,2186,0.06781,0.2,430.32,182,0.08326,2.36,0.6,1.66,4.42,109.39,302.39,804.63,0.2542,0.7027,1.8698,-127.93,374.31,0.8698,0.4652,7,futuro_simulado,sin_evento
REC-008597,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-17,BB_MX_FIT_S_07_17,Fitness,CMP-007-17,MX_FIT_Search_GADS-007,Busqueda,escritorio,ROAS objetivo,activa,850.0,81007,5511,0.06804,0.18,975.09,425,0.07712,2.29,0.47,1.53,4.16,198.45,650.17,1768.8,0.2035,0.6668,1.814,-324.92,793.71,0.814,0.4487,8,futuro_simulado,sin_evento
REC-008602,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-22,BB_MX_GAM_S_07_22,Juegos,CMP-007-22,MX_GAM_Search_GADS-007,Busqueda,movil,Maximizar valor de conversion,activa,3000.0,47621,2911,0.06113,0.43,1248.87,238,0.08176,5.25,0.76,2.14,6.48,179.84,508.49,1541.59,0.144,0.4072,1.2344,-740.38,292.72,0.2344,0.1899,7,futuro_simulado,sin_evento
REC-008588,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-08,BB_MX_LRN_U_07_08,Formación,CMP-007-08,MX_LRN_UAC_GADS-007,UAC,movil,Maximizar valor de conversion,activa,400.0,67322,3548,0.05271,0.12,413.18,255,0.07187,1.62,0.4,1.35,3.64,103.06,345.01,927.86,0.2494,0.835,2.2457,-68.17,514.68,1.2457,0.5547,10,futuro_simulado,sin_evento
REC-008607,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-27,BB_MX_MOB_U_07_27,Contenido móvil,CMP-007-27,MX_MOB_UAC_GADS-007,UAC,movil,ROAS objetivo,activa,1600.0,37759,1503,0.03983,0.32,477.15,154,0.10246,3.1,0.64,1.5,4.69,98.79,230.99,722.39,0.207,0.4841,1.514,-246.16,245.24,0.514,0.3395,8,futuro_simulado,sin_evento
REC-008605,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,US,Estados Unidos,Norteamérica,USD,ALIAS-07-25,BB_US_FIT_U_07_25,Fitness,CMP-007-25,US_FIT_UAC_GADS-007,UAC,movil,Maximizar valor de conversion,activa,250.0,117839,4549,0.0386,0.06,291.7,309,0.06793,0.94,0.34,0.95,2.61,104.32,292.88,805.07,0.3576,1.004,2.7599,1.18,513.37,1.7599,0.6377,9,futuro_simulado,sin_evento
REC-008601,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,US,Estados Unidos,Norteamérica,USD,ALIAS-07-21,BB_US_GAM_PM_07_21,Juegos,CMP-007-21,US_GAM_PerformanceMax_GADS-007,Performance Max,movil,ROAS objetivo,activa,2200.0,78109,4000,0.05122,0.64,2548.67,355,0.08875,7.18,1.92,5.39,14.26,680.87,1914.6,5062.69,0.2671,0.7512,1.9864,-634.07,2514.02,0.9864,0.4966,8,futuro_simulado,sin_evento
REC-008587,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,US,Estados Unidos,Norteamérica,USD,ALIAS-07-07,BB_US_LIF_U_07_07,Estilo de vida,CMP-007-07,US_LIF_UAC_GADS-007,UAC,movil,tCPA,activa,600.0,171722,7796,0.0454,0.09,692.72,659,0.08453,1.05,0.34,1.08,2.84,222.8,712.07,1872.19,0.3216,1.0279,2.7027,19.35,1179.47,1.7027,0.63,8,futuro_simulado,sin_evento
REC-008606,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,US,Estados Unidos,Norteamérica,USD,ALIAS-07-26,BB_US_LRN_PM_07_26,Formación,CMP-007-26,US_LRN_PerformanceMax_GADS-007,Performance Max,escritorio,ROAS objetivo,activa,1600.0,74571,4497,0.06031,0.41,1824.87,436,0.09695,4.19,1.06,3.69,9.63,463.92,1609.28,4196.52,0.2542,0.8819,2.2996,-215.59,2371.65,1.2996,0.5651,9,futuro_simulado,sin_evento
REC-008609,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,US,Estados Unidos,Norteamérica,USD,ALIAS-07-29,BB_US_LRN_S_07_29,Formación,CMP-007-29,US_LRN_Search_GADS-007,Busqueda,escritorio,ROAS objetivo,activa,850.0,75696,4820,0.06368,0.18,885.93,390,0.08091,2.27,0.74,1.92,5.75,290.08,747.78,2240.84,0.3274,0.8441,2.5294,-138.15,1354.91,1.5294,0.6046,6,futuro_simulado,sin_evento
REC-008600,2026-06-29,dia_actual,False,lunes,GADS-007,Basebone_Android_Apps,Apps,US,Estados Unidos,Norteamérica,USD,ALIAS-07-20,BB_US_LRN_U_07_20,Formación,CMP-007-20,US_LRN_UAC_GADS-007,UAC,movil,tCPA,activa,3000.0,46694,2264,0.0485,1.14,2587.53,180,0.07951,14.38,3.0,7.05,21.49,539.83,1269.37,3869.05,0.2086,0.4906,1.4953,-1318.16,1281.52,0.4953,0.3312,9,futuro_simulado,sin_evento
REC-008622,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-12,BB_DE_ENT_U_08_12,Entretenimiento,CMP-008-12,DE_ENT_UAC_GADS-008,UAC,tablet,ROAS objetivo,activa,3000.0,35988,1985,0.05517,0.78,1557.78,122,0.06146,12.77,1.74,4.82,14.79,212.37,587.91,1804.47,0.1363,0.3774,1.1584,-969.87,246.69,0.1584,0.1367,8,futuro_simulado,sin_evento
REC-008629,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-19,BB_DE_ENT_Y_08_19,Entretenimiento,CMP-008-19,DE_ENT_YouTube_GADS-008,YouTube,escritorio,ROAS objetivo,activa,1200.0,59204,1610,0.0272,0.78,1248.07,69,0.04286,18.09,1.82,4.81,13.82,125.58,331.83,953.68,0.1006,0.2659,0.7641,-916.24,-294.39,-0.2359,-0.3087,8,futuro_simulado,sin_evento
REC-008625,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-15,BB_DE_FIT_DG_08_15,Fitness,CMP-008-15,DE_FIT_DemandGen_GADS-008,Demand Gen,movil,tCPA,activa,600.0,80717,3607,0.04469,0.18,644.71,208,0.05767,3.1,0.76,2.16,6.83,158.48,449.78,1420.78,0.2458,0.6976,2.2038,-194.93,776.07,1.2038,0.5462,7,futuro_simulado,sin_evento
REC-008630,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-20,BB_DE_FIT_Y_08_20,Fitness,CMP-008-20,DE_FIT_YouTube_GADS-008,YouTube,movil,Maximizar conversiones,activa,400.0,54563,1894,0.03472,0.24,461.46,74,0.03907,6.24,1.24,4.22,11.56,91.88,311.95,855.75,0.1991,0.676,1.8544,-149.51,394.29,0.8544,0.4608,7,futuro_simulado,sin_evento
REC-008634,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-24,BB_DE_GAM_D_08_24,Juegos,CMP-008-24,DE_GAM_Discovery_GADS-008,Discovery,movil,Maximizar conversiones,activa,2200.0,23907,1217,0.05094,0.68,826.32,45,0.03698,18.36,1.81,5.67,15.11,81.57,255.16,679.94,0.0987,0.3088,0.8229,-571.16,-146.38,-0.1771,-0.2153,6,futuro_simulado,sin_evento
REC-008616,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-06,BB_DE_GAM_S_08_06,Juegos,CMP-008-06,DE_GAM_Search_GADS-008,Busqueda,movil,Maximizar conversiones,activa,1600.0,81705,6958,0.08516,0.25,1744.84,697,0.10017,2.5,0.65,2.08,5.92,455.12,1447.21,4127.21,0.2608,0.8294,2.3654,-297.63,2382.37,1.3654,0.5772,7,futuro_simulado,sin_evento
REC-008620,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-10,BB_DE_GAM_S_08_10,Juegos,CMP-008-10,DE_GAM_Search_GADS-008,Busqueda,escritorio,tCPA,activa,2200.0,33316,2476,0.07432,0.89,2204.73,259,0.1046,8.51,1.75,4.89,14.28,452.44,1266.72,3698.74,0.2052,0.5745,1.6776,-938.01,1494.01,0.6776,0.4039,7,futuro_simulado,sin_evento
REC-008637,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-27,BB_DE_GAM_S_08_27,Juegos,CMP-008-27,DE_GAM_Search_GADS-008,Busqueda,movil,Maximizar conversiones,activa,2200.0,51203,3288,0.06422,0.73,2387.0,402,0.12226,5.94,1.3,4.51,11.74,521.77,1813.65,4718.68,0.2186,0.7598,1.9768,-573.35,2331.68,0.9768,0.4941,10,futuro_simulado,sin_evento
REC-008611,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-01,BB_DE_GAM_U_08_01,Juegos,CMP-008-01,DE_GAM_UAC_GADS-008,UAC,escritorio,Maximizar valor de conversion,activa,400.0,129557,5807,0.04482,0.07,410.44,404,0.06957,1.02,0.33,0.93,2.75,132.61,374.23,1110.94,0.3231,0.9118,2.7067,-36.21,700.5,1.7067,0.6305,8,futuro_simulado,sin_evento
REC-008621,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-11,BB_DE_LIF_D_08_11,Estilo de vida,CMP-008-11,DE_LIF_Discovery_GADS-008,Discovery,movil,Maximizar valor de conversion,activa,1200.0,65447,3006,0.04594,0.39,1157.63,161,0.05356,7.19,1.19,3.99,11.04,190.82,642.9,1776.8,0.1648,0.5554,1.5349,-514.73,619.17,0.5349,0.3485,9,futuro_simulado,sin_evento
REC-008627,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-17,BB_DE_LIF_D_08_17,Estilo de vida,CMP-008-17,DE_LIF_Discovery_GADS-008,Discovery,movil,Maximizar conversiones,activa,1600.0,31971,1252,0.03918,0.73,919.49,74,0.05911,12.43,1.61,4.46,12.21,119.39,329.92,903.48,0.1298,0.3588,0.9826,-589.57,-16.01,-0.0174,-0.0177,9,futuro_simulado,sin_evento
REC-008640,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-30,BB_DE_LIF_S_08_30,Estilo de vida,CMP-008-30,DE_LIF_Search_GADS-008,Busqueda,movil,tCPA,activa,3000.0,24819,1890,0.07616,1.25,2364.71,165,0.0873,14.33,1.39,3.97,11.88,229.96,654.4,1959.56,0.0972,0.2767,0.8287,-1710.31,-405.15,-0.1713,-0.2068,8,futuro_simulado,sin_evento
REC-008626,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-16,BB_DE_LRN_D_08_16,Formación,CMP-008-16,DE_LRN_Discovery_GADS-008,Discovery,escritorio,tCPA,activa,2200.0,85975,3235,0.03763,0.71,2310.66,163,0.05039,14.18,2.29,6.25,16.32,372.9,1017.99,2659.83,0.1614,0.4406,1.1511,-1292.67,349.17,0.1511,0.1313,9,futuro_simulado,sin_evento
REC-008615,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-05,BB_DE_LRN_Y_08_05,Formación,CMP-008-05,DE_LRN_YouTube_GADS-008,YouTube,movil,Maximizar valor de conversion,activa,1600.0,94188,2919,0.031,0.65,1887.47,89,0.03049,21.21,1.77,6.28,16.1,157.86,558.9,1432.76,0.0836,0.2961,0.7591,-1328.57,-454.71,-0.2409,-0.3174,7,futuro_simulado,sin_evento
REC-008618,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-08,BB_DE_MOB_Y_08_08,Contenido móvil,CMP-008-08,DE_MOB_YouTube_GADS-008,YouTube,movil,Maximizar valor de conversion,activa,250.0,109096,3324,0.03047,0.07,244.98,126,0.03791,1.94,0.61,1.76,4.55,76.65,221.29,572.85,0.3129,0.9033,2.3384,-23.69,327.87,1.3384,0.5723,9,futuro_simulado,sin_evento
REC-008635,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-25,BB_NL_ENT_Y_08_25,Entretenimiento,CMP-008-25,NL_ENT_YouTube_GADS-008,YouTube,tablet,Maximizar conversiones,activa,1600.0,59835,1960,0.03277,0.81,1591.23,97,0.04949,16.4,1.83,4.96,13.22,177.74,481.37,1282.28,0.1117,0.3025,0.8058,-1109.86,-308.95,-0.1942,-0.2409,9,futuro_simulado,sin_evento
REC-008631,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-21,BB_NL_FIT_PM_08_21,Fitness,CMP-008-21,NL_FIT_PerformanceMax_GADS-008,Performance Max,escritorio,tCPA,activa,1600.0,28978,1625,0.05609,0.89,1449.24,144,0.08862,10.06,1.5,4.14,12.96,216.37,596.62,1866.19,0.1493,0.4117,1.2877,-852.62,416.95,0.2877,0.2234,8,futuro_simulado,sin_evento
REC-008613,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-03,BB_NL_FIT_Y_08_03,Fitness,CMP-008-03,NL_FIT_YouTube_GADS-008,YouTube,movil,Maximizar conversiones,activa,400.0,22126,681,0.03079,0.63,425.79,40,0.05874,10.64,1.53,4.82,13.23,61.35,192.66,529.29,0.1441,0.4525,1.2431,-233.13,103.5,0.2431,0.1955,9,futuro_simulado,sin_evento
REC-008633,2026-06-29,dia_actual,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-23,BB_NL_GAM_D_08_23,Juegos,CMP-008-23,NL_GAM_Display_GADS-008,Display,movil,Maximizar valor de conversion,activa,1200.0,96335,2242,0.02328,0.54,1220.09,75,0.03345,16.27,1.72,5.07,13.81,129.01,380.07,1035.6,0.1057,0.3115,0.8488,-840.02,-184.49,-0.1512,-0.1781,8,futuro_simulado,sin_evento
